link,name,author,description,rating,number_of_ratings,number_of_reviews,genres
https://www.goodreads.com//book/show/42975172-the-testaments,The Testaments,Margaret Atwood,"When the van door slammed on Offred's future at the end of  , readers had no way of telling what lay ahead for her--freedom, prison or death. With  , the wait is over. Margaret Atwood's sequel picks up the story more than fifteen years after Offred stepped into the unknown, with the explosive testaments of three female narrators from Gilead. In this brilliant sequel to  acclaimed author Margaret Atwood answers the questions that have tantalized readers for decades. ""Dear Readers: Everything you've ever asked me about Gilead and its inner workings is the inspiration for this book. Well, almost everything! The other inspiration is the world we've been living in."" --Margaret Atwood",4.20,310325,28639,"['Fiction', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Feminism', 'Audiobook', 'Classics', 'Adult', 'Cultural', 'Canada', 'Speculative Fiction', 'Literary Fiction']"
https://www.goodreads.com//book/show/53138095-a-court-of-silver-flames,A ​Court of Silver Flames,Sarah J. Maas,"Nesta Archeron has always been prickly-proud, swift to anger, and slow to forgive. And ever since being forced into the Cauldron and becoming High Fae against her will, she's struggled to find a place for herself within the strange, deadly world she inhabits. Worse, she can't seem to move past the horrors of the war with Hybern and all she lost in it. The one person who ignites her temper more than any other is Cassian, the battle-scarred warrior whose position in Rhysand and Feyre's Night Court keeps him constantly in Nesta's orbit. But her temper isn't the only thing Cassian ignites. The fire between them is undeniable, and only burns hotter as they are forced into close quarters with each other. Meanwhile, the treacherous human queens who returned to the Continent during the last war have forged a dangerous new alliance, threatening the fragile peace that has settled over the realms. And the key to halting them might very well rely on Cassian and Nesta facing their haunting pasts. Against the sweeping backdrop of a world seared by war and plagued with uncertainty, Nesta and Cassian battle monsters from within and without as they search for acceptance-and healing-in each other's arms.",4.42,418157,42237,"['Fantasy', 'Romance', 'New Adult', 'Fairies', 'Fae', 'Fiction', 'Romance', 'Fantasy Romance', 'Adult', 'Young Adult', 'Fantasy', 'Magic', 'Audiobook']"
https://www.goodreads.com//book/show/58784475-tomorrow-and-tomorrow-and-tomorrow,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"On a bitter-cold day, in the December of his junior year at Harvard, Sam Masur exits a subway car and sees, amid the hordes of people waiting on the platform, Sadie Green. He calls her name. For a moment, she pretends she hasn't heard him, but then, she turns, and a game begins: a legendary collaboration that will launch them to stardom. These friends, intimates since childhood, borrow money, beg favors, and, before even graduating college, they have created their first blockbuster,  . Overnight, the world is theirs. Not even twenty-five years old, Sam and Sadie are brilliant, successful, and rich, but these qualities won't protect them from their own creative ambitions or the betrayals of their hearts. Spanning thirty years, from Cambridge, Massachusetts, to Venice Beach, California, and lands in between and far beyond, Gabrielle Zevin's   is a dazzling and intricately imagined novel that examines the multifarious nature of identity, disability, failure, the redemptive possibilities in play, and above all, our need to connect: to be loved and to love. Yes, it is a love story, but it is not one you have read before.",4.35,85345,14070,"['Fiction', 'Contemporary', 'Romance', 'Audiobook', 'Literary Fiction', 'Adult', 'Historical', 'Historical Fiction', 'Adult Fiction', 'Science Fiction', 'Young Adult', 'Coming Of Age']"
https://www.goodreads.com//book/show/40874032-vicious,Vicious,V.E. Schwab,"Victor and Eli started out as college roommates—brilliant, arrogant, lonely boys who recognized the same sharpness and ambition in each other. In their senior year, a shared research interest in adrenaline, near-death experiences, and seemingly supernatural events reveals an intriguing possibility: that under the right conditions, someone could develop extraordinary abilities. But when their thesis moves from the academic to the experimental, things go horribly wrong. Ten years later, Victor breaks out of prison, determined to catch up to his old friend (now foe), aided by a young girl whose reserved nature obscures a stunning ability. Meanwhile, Eli is on a mission to eradicate every other super-powered person that he can find—aside from his sidekick, an enigmatic woman with an unbreakable will. Armed with terrible power on both sides, driven by the memory of betrayal and loss, the archnemeses have set a course for revenge—but who will be left alive at the end? In  , V. E. Schwab brings to life a gritty comic-book-style world in vivid prose: a world where gaining superpowers doesn't automatically lead to heroism, and a time when allegiances are called into question.",4.23,180951,28465,"['Fantasy', 'Science Fiction', 'Fiction', 'Adult', 'Fantasy', 'Paranormal', 'Young Adult', 'Fantasy', 'Urban Fantasy', 'Comics', 'Superheroes', 'Thriller', 'Adult Fiction']"
https://www.goodreads.com//book/show/1371.The_Iliad,The Iliad,Homer,"Dating to the ninth century B.C., Homer’s timeless poem still vividly conveys the horror and heroism of men and gods wrestling with towering emotions and battling amidst devastation and destruction, as it moves inexorably to the wrenching, tragic conclusion of the Trojan War. Renowned classicist Bernard Knox observes in his superb introduction that although the violence of the Iliad is grim and relentless, it coexists with both images of civilized life and a poignant yearning for peace.   Combining the skills of a poet and scholar, Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, brings the energy of contemporary language to this enduring heroic epic. He maintains the drive and metric music of Homer’s poetry, and evokes the impact and nuance of the Iliad’s mesmerizing repeated phrases in what Peter Levi calls “an astonishing performance.”",3.89,412832,9874,"['Classics', 'Poetry', 'Fiction', 'Fantasy', 'Mythology', 'Literature', 'Fantasy', 'Historical', 'Historical Fiction', 'Academic', 'School', 'Mythology', 'Greek Mythology', 'War']"
https://www.goodreads.com//book/show/32051912-the-alice-network,The Alice Network,Kate Quinn,"In an enthralling new historical novel from national bestselling author Kate Quinn, two women—a female spy recruited to the real-life Alice Network in France during World War I and an unconventional American socialite searching for her cousin in 1947—are brought together in a mesmerizing story of courage and redemption.  1947. In the chaotic aftermath of World War II, American college girl Charlie St. Clair is pregnant, unmarried, and on the verge of being thrown out of her very proper family. She's also nursing a desperate hope that her beloved cousin Rose, who disappeared in Nazi-occupied France during the war, might still be alive. So when Charlie's parents banish her to Europe to have her ""little problem"" taken care of, Charlie breaks free and heads to London, determined to find out what happened to the cousin she loves like a sister. 1915. A year into the Great War, Eve Gardiner burns to join the fight against the Germans and unexpectedly gets her chance when she's recruited to work as a spy. Sent into enemy-occupied France, she's trained by the mesmerizing Lili, code name Alice, the ""queen of spies"", who manages a vast network of secret agents right under the enemy's nose.  Thirty years later, haunted by the betrayal that ultimately tore apart the Alice Network, Eve spends her days drunk and secluded in her crumbling London house. Until a young American barges in uttering a name Eve hasn't heard in decades, and launches them both on a mission to find the truth...no matter where it leads.",4.31,392344,29177,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'War', 'World War II', 'War', 'Adult', 'Cultural', 'France', 'Book Club', 'Adult Fiction']"
https://www.goodreads.com//book/show/16793.Stardust,Stardust,Neil Gaiman,"Young Tristran Thorn will do anything to win the cold heart of beautiful Victoria—even fetch her the star they watch fall from the night sky. But to do so, he must enter the unexplored lands on the other side of the ancient wall that gives their tiny village its name. Beyond that old stone wall, Tristran learns, lies Faerie—where nothing not even a fallen star, is what he imagined.",4.10,414962,22540,"['Fantasy', 'Fiction', 'Romance', 'Young Adult', 'Adventure', 'Fantasy', 'Magic', 'Audiobook', 'Science Fiction Fantasy', 'Fantasy', 'Fairy Tales', 'Adult']"
https://www.goodreads.com//book/show/853510.Murder_on_the_Orient_Express,Murder on the Orient Express,Agatha Christie,"Just after midnight, a snowdrift stops the famous Orient Express in its tracks as it travels through the mountainous Balkans. The luxurious train is surprisingly full for the time of the year but, by the morning, it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside. One of the passengers is none other than detective Hercule Poirot. On vacation.  Isolated and with a killer on board, Poirot must identify the murderer—in case he or she decides to strike again. Librarian's note: the first fifteen novels in the Hercule Poirot series are 1) The Mysterious Affair at Styles, 1920; 2) The Murder on the Links, 1923; 3) The Murder of Roger Ackroyd, 1926; 4) The Big Four, 1927; 5) The Mystery of the Blue Train, 1928; 6) Peril at End House, 1932; 7) Lord Edgware Dies, 1933; 8) Murder on the Orient Express, 1934; 9) Three Act Tragedy, 1935; 10) Death in the Clouds, 1935; 11) The A.B.C. Murders, 1936; 12) Murder in Mesopotamia, 1936; 13) Cards on the Table, 1936; 14) Dumb Witness, 1937; and 15) Death on the Nile, 1937. These are just the novels; Poirot also appears in this period in a play, Black Coffee, 1930, and two collections of short stories, Poirot Investigates, 1924, and Murder in the Mews, 1937. Each novel, play and short story has its own entry on Goodreads.",4.20,526982,33577,"['Mystery', 'Classics', 'Fiction', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Thriller', 'Audiobook', 'Mystery', 'Detective', 'Adult', 'Mystery', 'Murder Mystery']"
https://www.goodreads.com//book/show/2865.Girl_with_a_Pearl_Earring,Girl with a Pearl Earring,Tracy Chevalier,"With precisely 35 canvases to his credit, the Dutch painter Johannes Vermeer represents one of the great enigmas of 17th-century art. The meager facts of his biography have been gleaned from a handful of legal documents. Yet Vermeer's extraordinary paintings of domestic life, with their subtle play of light and texture, have come to define the Dutch golden age. His portrait of the anonymous Girl with a Pearl Earring has exerted a particular fascination for centuries—and it is this magnetic painting that lies at the heart of Tracy Chevalier's second novel of the same title.  centers on Vermeer's prosperous Delft household during the 1660s. When Griet, the novel's quietly perceptive heroine, is hired as a servant, turmoil follows. First, the 16-year-old narrator becomes increasingly intimate with her master. Then Vermeer employs her as his assistant—and ultimately has Griet sit for him as a model.",3.92,700255,11378,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Classics', 'Art', 'Romance', 'Adult', 'Adult Fiction', 'Novels', 'Literature']"
https://www.goodreads.com//book/show/27071490-homegoing,Homegoing,Yaa Gyasi,"A novel of breathtaking sweep and emotional power that traces three hundred years in Ghana and along the way also becomes a truly great American novel. Extraordinary for its exquisite language, its implacable sorrow, its soaring beauty, and for its monumental portrait of the forces that shape families and nations,   heralds the arrival of a major new voice in contemporary fiction. Two half-sisters, Effia and Esi, are born into different villages in eighteenth-century Ghana. Effia is married off to an Englishman and lives in comfort in the palatial rooms of Cape Coast Castle. Unbeknownst to Effia, her sister, Esi, is imprisoned beneath her in the castle's dungeons, sold with thousands of others into the Gold Coast's booming slave trade, and shipped off to America, where her children and grandchildren will be raised in slavery. One thread of   follows Effia's descendants through centuries of warfare in Ghana, as the Fante and Asante nations wrestle with the slave trade and British colonization. The other thread follows Esi and her children into America. From the plantations of the South to the Civil War and the Great Migration, from the coal mines of Pratt City, Alabama, to the jazz clubs and dope houses of twentieth-century Harlem, right up through the present day,   makes history visceral, and captures, with singular and stunning immediacy, how the memory of captivity came to be inscribed in the soul of a nation.  Generation after generation, Yaa Gyasi's magisterial first novel sets the fate of the individual against the obliterating movements of time, delivering unforgettable characters whose lives were shaped by historical forces beyond their control.   is a tremendous reading experience, not to be missed, by an astonishingly gifted young writer.",4.47,281132,31059,"['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'Africa', 'Historical', 'Literary Fiction', 'Audiobook', 'Race', 'Adult', 'Western Africa', 'Ghana', 'Book Club']"
https://www.goodreads.com//book/show/33413128-beartown,Beartown,Fredrik Backman,"The #1   bestselling author of   returns with a dazzling, profound novel about a small town with a big dream—and the price required to make it come true. People say Beartown is finished. A tiny community nestled deep in the forest, it is slowly losing ground to the ever encroaching trees. But down by the lake stands an old ice rink, built generations ago by the working men who founded this town. And in that ice rink is the reason people in Beartown believe tomorrow will be better than today. Their junior ice hockey team is about to compete in the national semi-finals, and they actually have a shot at winning. All the hopes and dreams of this place now rest on the shoulders of a handful of teenage boys. Being responsible for the hopes of an entire town is a heavy burden, and the semi-final match is the catalyst for a violent act that will leave a young girl traumatized and a town in turmoil. Accusations are made and, like ripples on a pond, they travel through all of Beartown, leaving no resident unaffected. Beartown explores the hopes that bring a small community together, the secrets that tear it apart, and the courage it takes for an individual to go against the grain. In this story of a small forest town, Fredrik Backman has found the entire world.",4.28,320877,37083,"['Fiction', 'Contemporary', 'Audiobook', 'Sports', 'Sports', 'Adult', 'Literary Fiction', 'Adult Fiction', 'Book Club', 'Realistic Fiction', 'Cultural', 'Sweden']"
https://www.goodreads.com//book/show/28815.Influence,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Influence, the classic book on persuasion, explains the psychology of why people say ""yes""—and how to apply these understandings. Dr. Robert Cialdini is the seminal expert in the rapidly expanding field of influence and persuasion. His thirty-five years of rigorous, evidence-based research along with a three-year program of study on what moves people to change behavior has resulted in this highly acclaimed book. You'll learn the six universal principles, how to use them to become a skilled persuader—and how to defend yourself against them. Perfect for people in all walks of life, the principles of Influence will move you toward profound personal change and act as a driving force for your success.",4.21,135777,4898,"['Psychology', 'Business', 'Nonfiction', 'Self Help', 'Self Help', 'Personal Development', 'Leadership', 'Science', 'Language', 'Communication', 'Business', 'Management', 'Buisness']"
https://www.goodreads.com//book/show/28763485-the-sun-is-also-a-star,The Sun Is Also a Star,Nicola Yoon,"Natasha: I’m a girl who believes in science and facts. Not fate. Not destiny. Or dreams that will never come true. I’m definitely not the kind of girl who meets a cute boy on a crowded New York City street and falls in love with him. Not when my family is twelve hours away from being deported to Jamaica. Falling in love with him won’t be my story. Daniel: I’ve always been the good son, the good student, living up to my parents’ high expectations. Never the poet. Or the dreamer. But when I see her, I forget about all that. Something about Natasha makes me think that fate has something much more extraordinary in store—for both of us. The Universe: Every moment in our lives has brought us to this single moment. A million futures lie before us. Which one will come true?",4.00,287131,29643,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Young Adult', 'Young Adult Contemporary', 'Young Adult', 'Teen', 'Young Adult', 'Young Adult Romance', 'Romance', 'Contemporary Romance']"
https://www.goodreads.com//book/show/29588376-the-lies-of-locke-lamora,The Lies of Locke Lamora,Scott Lynch,"An orphan’s life is harsh—and often short—in the mysterious island city of Camorr. But young Locke Lamora dodges death and slavery, becoming a thief under the tutelage of a gifted con artist. As leader of the band of light-fingered brothers known as the Gentleman Bastards, Locke is soon infamous, fooling even the underworld’s most feared ruler. But in the shadows lurks someone still more ambitious and deadly. Faced with a bloody coup that threatens to destroy everyone and everything that holds meaning in his mercenary life, Locke vows to beat the enemy at his own brutal game—or die trying.",4.29,266182,18284,"['Fantasy', 'Fiction', 'Adventure', 'Adult', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Mystery', 'Mystery', 'Crime']"
https://www.goodreads.com//book/show/50659468-a-court-of-mist-and-fury,A Court of Mist and Fury,Sarah J. Maas,"Feyre has undergone more trials than one human woman can carry in her heart. Though she’s now been granted the powers and lifespan of the High Fae, she is haunted by her time Under the Mountain and the terrible deeds she performed to save the lives of Tamlin and his people. As her marriage to Tamlin approaches, Feyre’s hollowness and nightmares consume her. She finds herself split into two different people: one who upholds her bargain with Rhysand, High Lord of the feared Night Court, and one who lives out her life in the Spring Court with Tamlin. While Feyre navigates a dark web of politics, passion, and dazzling power, a greater evil looms. She might just be the key to stopping it, but only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future—and the future of a world in turmoil. Bestselling author Sarah J. Maas’s masterful storytelling brings this second book in her dazzling, sexy, action-packed series to new heights.",4.62,872141,79925,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fairies', 'Fae', 'Fiction', 'Fantasy', 'Magic', 'Romance', 'Fantasy Romance', 'Young Adult', 'Young Adult Fantasy', 'Fantasy', 'High Fantasy']"
https://www.goodreads.com//book/show/34466963-why-we-sleep,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Neuroscientist and sleep expert Matthew Walker provides a revolutionary exploration of sleep, examining how it affects every aspect of our physical and mental well-being. Charting the most cutting-edge scientific breakthroughs, and marshalling his decades of research and clinical practice, Walker explains how we can harness sleep to improve learning, mood and energy levels, regulate hormones, prevent cancer, Alzheimer's and diabetes, slow the effects of aging, and increase longevity. He also provides actionable steps towards getting a better night's sleep every night.",4.38,148617,15608,"['Nonfiction', 'Science', 'Health', 'Psychology', 'Self Help', 'Audiobook', 'Biology', 'Neuroscience', 'Self Help', 'Personal Development', 'Science', 'Biology', 'Health', 'Medicine']"
https://www.goodreads.com//book/show/28815474-the-couple-next-door,The Couple Next Door,Shari Lapena,"Anne and Marco Conti seem to have it all--a loving relationship, a wonderful home, and their beautiful baby, Cora. But one night when they are at a dinner party next door, a terrible crime is committed. Suspicion immediately focuses on the parents. But the truth is a much more complicated story. Inside the curtained house, an unsettling account of what actually happened unfolds. Detective Rasbach knows that the panicked couple is hiding something. Both Anne and Marco soon discover that the other is keeping secrets, secrets they've kept for years. What follows is the nerve-racking unraveling of a family--a chilling tale of deception, duplicity, and unfaithfulness that will keep you breathless until the final shocking twist.",3.81,481318,33333,"['Thriller', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Mystery', 'Crime', 'Adult', 'Contemporary', 'Thriller', 'Psychological Thriller']"
https://www.goodreads.com//book/show/10614.Misery,Misery,Stephen King,". Paul Sheldon. He's a bestselling novelist who has finally met his biggest fan. Her name is Annie Wilkes and she is more than a rabid reader - she is Paul's nurse, tending his shattered body after an automobile accident. But she is also his captor, keeping him prisoner in her isolated house.",4.20,612741,20058,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Adult', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Novels', 'Mystery', 'Crime']"
