link,name,author,description,rating,number_of_ratings,number_of_reviews,genres
https://www.goodreads.com//book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone,Harry Potter and the Philosopher's Stone,J.K. Rowling,,4.47,8933487,141049,"['Fantasy', 'Fiction', 'Young Adult', 'Fantasy', 'Magic', 'Childrens', 'Childrens', 'Middle Grade', 'Classics', 'Adventure', 'Audiobook', 'Science Fiction Fantasy']"
https://www.goodreads.com//book/show/2767052-the-hunger-games,The Hunger Games,Suzanne Collins,"In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV. Sixteen-year-old Katniss Everdeen, who lives alone with her mother and younger sister, regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead before—and survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weight survival against humanity and life against love.",4.32,7683448,189007,"['Young Adult', 'Fiction', 'Science Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Young Adult', 'Teen', 'Apocalyptic', 'Post Apocalyptic', 'Audiobook']"
https://www.goodreads.com//book/show/2429135.The_Girl_with_the_Dragon_Tattoo,The Girl with the Dragon Tattoo,Stieg Larsson,"Harriet Vanger, a scion of one of Sweden’s wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of unfathomable iniquity and astonishing corruption. An international publishing sensation, Stieg Larsson’s The Girl with the Dragon Tattoo combines murder mystery, family saga, love story, and financial intrigue into one satisfyingly complex and entertainingly atmospheric novel.",4.16,2976615,73657,"['Fiction', 'Mystery', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Cultural', 'Sweden', 'Adult Fiction']"
https://www.goodreads.com//book/show/22557272-the-girl-on-the-train,The Girl on the Train,Paula Hawkins,"Rachel catches the same commuter train every morning. She knows it will wait at the same signal each time, overlooking a row of back gardens. She’s even started to feel like she knows the people who live in one of the houses. “Jess and Jason,” she calls them. Their life—as she sees it—is perfect. If only Rachel could be that happy. And then she sees something shocking. It’s only a minute until the train moves on, but it’s enough. Now everything’s changed. Now Rachel has a chance to become a part of the lives she’s only watched from afar. Now they’ll see; she’s much more than just the girl on the train...",3.95,2623181,119687,"['Fiction', 'Mystery', 'Thriller', 'Thriller', 'Mystery Thriller', 'Mystery', 'Crime', 'Suspense', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction']"
https://www.goodreads.com//book/show/11084145-steve-jobs,Steve Jobs,Walter Isaacson,"Walter Isaacson's worldwide bestselling biography of Apple cofounder Steve Jobs. Based on more than forty interviews with Steve Jobs conducted over two years--as well as interviews with more than 100 family members, friends, adversaries, competitors, and colleagues--Walter Isaacson has written a riveting story of the roller-coaster life and searingly intense personality of a creative entrepreneur whose passion for perfection and ferocious drive revolutionized six industries: personal computers, animated movies, music, phones, tablet computing, and digital publishing. Isaacson's portrait touched millions of readers. At a time when America is seeking ways to sustain its innovative edge, Jobs stands as the ultimate icon of inventiveness and applied imagination. He knew that the best way to create value in the twenty-first century was to connect creativity with technology. He built a company where leaps of the imagination were combined with remarkable feats of engineering. Although Jobs cooperated with the author, he asked for no control over what was written. He put nothing off-limits. He encouraged the people he knew to speak honestly. He himself spoke candidly about the people he worked with and competed against. His friends, foes, and colleagues offer an unvarnished view of the passions, perfectionism, obsessions, artistry, devilry, and compulsion for control that shaped his approach to business and the innovative products that resulted. His tale is instructive and cautionary, filled with lessons about innovation, character, leadership, and values. Steve Jobs is the inspiration for the movie of the same name starring Michael Fassbender, Kate Winslet, Seth Rogen, and Jeff Daniels, directed by Danny Boyle with a screenplay by Aaron Sorkin.",4.16,1157530,20483,"['Biography', 'Nonfiction', 'Business', 'Science', 'Technology', 'History', 'Biography Memoir', 'Audiobook', 'Leadership', 'Biography', 'Autobiography', 'Autobiography', 'Memoir']"
https://www.goodreads.com//book/show/5107.The_Catcher_in_the_Rye,The Catcher in the Rye,J.D. Salinger,"Fleeing the crooks at Pencey Prep, he pinballs around New York City seeking solace in fleeting encounters—shooting the bull with strangers in dive hotels, wandering alone round Central Park, getting beaten up by pimps and cut down by erstwhile girlfriends. The city is beautiful and terrible, in all its neon loneliness and seedy glamour, its mingled sense of possibility and emptiness. Holden passes through it like a ghost, thinking always of his kid sister Phoebe, the only person who really understands him, and his determination to escape the phonies and find a life of true meaning.  is an all-time classic in coming-of-age literature- an elegy to teenage alienation, capturing the deeply human need for connection and the bewildering sense of loss as we leave childhood behind.  (1919–2010) classic novel of teenage angst and rebellion was first published in 1951. The novel was included on  's 2005 list of the 100 best English-language novels written since 1923. It was named by Modern Library and its readers as one of the 100 best English-language novels of the 20th century. It has been frequently challenged in the court for its liberal use of profanity and portrayal of sexuality and in the 1950's and 60's it was the novel that every teenage boy wants to read.",3.81,3221002,73072,"['Classics', 'Fiction', 'Young Adult', 'Literature', 'Academic', 'School', 'Novels', 'Young Adult', 'Coming Of Age', 'Young Adult', 'High School', 'Literature', 'American', 'Academic', 'Read For School']"
https://www.goodreads.com//book/show/13079982-fahrenheit-451,Fahrenheit 451,Ray Bradbury,"Guy Montag is a fireman. His job is to destroy the most illegal of commodities, the printed book, along with the houses in which they are hidden. Montag never questions the destruction and ruin his actions produce, returning each day to his bland life and wife, Mildred, who spends all day with her television “family.” But when he meets an eccentric young neighbor, Clarisse, who introduces him to a past where people didn’t live in fear and to a present where one sees the world through the ideas in books instead of the mindless chatter of television, Montag begins to question everything he has ever known.",3.97,2123510,63037,"['Classics', 'Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Academic', 'School', 'Literature', 'Novels', 'Fantasy', 'Audiobook', 'Adult']"
https://www.goodreads.com//book/show/38447.The_Handmaid_s_Tale,The Handmaid's Tale,Margaret Atwood,"Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now . . .  Funny, unexpected, horrifying, and altogether convincing,   is at once scathing satire, dire warning, and tour de force.",4.13,1821890,86169,"['Fiction', 'Classics', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult', 'Audiobook', 'Literature', 'Novels']"
https://www.goodreads.com//book/show/52578297-the-midnight-library,The Midnight Library,Matt Haig,"Somewhere out beyond the edge of the universe there is a library that contains an infinite number of books, each one the story of another reality. One tells the story of your life as it is, along with another book for the other life you could have lived if you had made a different choice at any point in your life. While we all wonder how our lives might have been, what if you had the chance to go to the library and see for yourself? Would any of these other lives truly be better? Nora Seed finds herself faced with this decision. Faced with the possibility of changing her life for a new one, following a different career, undoing old breakups, realizing her dreams of becoming a glaciologist; she must search within herself as she travels through the Midnight Library to decide what is truly fulfilling in life, and what makes it worth living in the first place.",4.03,1189063,132332,"['Fiction', 'Fantasy', 'Contemporary', 'Audiobook', 'Magical Realism', 'Adult', 'Science Fiction', 'Health', 'Mental Health', 'Adult Fiction', 'Book Club']"
https://www.goodreads.com//book/show/10210.Jane_Eyre,Jane Eyre,Charlotte Brontë,,4.14,1917698,54843,"['Classics', 'Fiction', 'Romance', 'Historical', 'Historical Fiction', 'Gothic', 'Literature', 'Historical', 'Academic', 'School', 'Literature', '19th Century', 'Novels']"
https://www.goodreads.com//book/show/41865.Twilight,Twilight,Stephenie Meyer,"About three things I was absolutely positive. First, Edward was a vampire. Second, there was a part of him—and I didn't know how dominant that part might be—that thirsted for my blood. And third, I was unconditionally and irrevocably in love with him. Deeply seductive and extraordinarily suspenseful, Twilight is a love story with bite.",3.63,5968722,119049,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Teen']"
https://www.goodreads.com//book/show/1934.Little_Women,Little Women,Louisa May Alcott,"Generations of readers young and old, male and female, have fallen in love with the March sisters of Louisa May Alcott’s most popular and enduring novel,  . Here are talented tomboy and author-to-be Jo, tragically frail Beth, beautiful Meg, and romantic, spoiled Amy, united in their devotion to each other and their struggles to survive in New England during the Civil War.",4.13,2014822,42112,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Literature', 'Childrens', 'Classics', 'Classic Literature', 'Audiobook']"
https://www.goodreads.com//book/show/19288043-gone-girl,Gone Girl,Gillian Flynn,"Who are you? What have we done to each other? These are the questions Nick Dunne finds himself asking on the morning of his fifth wedding anniversary when his wife Amy suddenly disappears. The police suspect Nick. Amy's friends reveal that she was afraid of him, that she kept secrets from him. He swears it isn't true. A police examination of his computer shows strange searches. He says they weren't made by him. And then there are the persistent calls on his mobile phone. So what did happen to Nick's beautiful wife?",4.11,2775294,143973,"['Fiction', 'Mystery', 'Thriller', 'Thriller', 'Mystery Thriller', 'Mystery', 'Crime', 'Suspense', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction']"
https://www.goodreads.com//book/show/77203.The_Kite_Runner,The Kite Runner,Khaled Hosseini,"1970s Afghanistan: Twelve-year-old Amir is desperate to win the local kite-fighting tournament and his loyal friend Hassan promises to help him. But neither of the boys can foresee what would happen to Hassan that afternoon, an event that is to shatter their lives. After the Russians invade and the family is forced to flee to America, Amir realises that one day he must return to an Afghanistan under Taliban rule to find the one thing that his new world cannot grant him: redemption.",4.33,2866979,88213,"['Fiction', 'Historical', 'Historical Fiction', 'Classics', 'Contemporary', 'Novels', 'Historical', 'Literature', 'Adult', 'Academic', 'School', 'Drama']"
https://www.goodreads.com//book/show/6185.Wuthering_Heights,Wuthering Heights,Emily Brontë,"At the centre of this novel is the passionate love between Catherine Earnshaw and Heathcliff - recounted with such emotional intensity that a plain tale of the Yorkshire moors acquires the depth and simplicity of ancient tragedy. This best-selling Norton Critical Edition is based on the 1847 first edition of the novel. For the Fourth Edition, the editor has collated the 1847 text with several modern editions and has corrected a number of variants, including accidentals. The text is accompanied by entirely new explanatory annotations. New to the fourth Edition are twelve of Emily Bronte's letters regarding the publication of the 1847 edition of Wuthering Heights as well as the evolution of the 1850 edition, prose and poetry selections by the author, four reviews of the novel, and poetry selections by the author, four reviews of the novel, and Edward Chitham's insightful and informative chronology of the creative process behind the beloved work. Five major critical interpretations of Wuthering Heights are included, three of them new to the Fourth Edition. A Stuart Daley considers the importance of chronology in the novel. J. Hillis Miller examines Wuthering Heights's problems of genre and critical reputation. Sandra M. Gilbert assesses the role of Victorian Christianity plays in the novel, while Martha Nussbaum traces the novel's romanticism. Finally, Lin Haire-Sargeant scrutinizes the role of Heathcliff in film adaptations of Wuthering Heights.  A Chronology and updated Selected Bibliography are also included.",3.88,1627576,50949,"['Classics', 'Fiction', 'Romance', 'Gothic', 'Historical', 'Historical Fiction', 'Literature', 'Literature', '19th Century', 'Novels', 'Historical', 'Classics', 'Classic Literature']"
https://www.goodreads.com//book/show/36809135-where-the-crawdads-sing,Where the Crawdads Sing,Delia Owens,"For years, rumors of the “Marsh Girl” haunted Barkley Cove, a quiet fishing village. Kya Clark is barefoot and wild; unfit for polite society. So in late 1969, when the popular Chase Andrews is found dead, locals immediately suspect her. But Kya is not what they say. A born naturalist with just one day of school, she takes life's lessons from the land, learning the real ways of the world from the dishonest signals of fireflies. But while she has the skills to live in solitude forever, the time comes when she yearns to be touched and loved. Drawn to two young men from town, who are each intrigued by her wild beauty, Kya opens herself to a new and startling world—until the unthinkable happens. In  , Owens juxtaposes an exquisite ode to the natural world against a profound coming of age story and haunting mystery. Thought-provoking, wise, and deeply moving, Owens’s debut novel reminds us that we are forever shaped by the child within us, while also subject to the beautiful and violent secrets that nature keeps. The story asks how isolation influences the behavior of a young woman, who like all of us, has the genetic propensity to belong to a group. The clues to the mystery are brushed into the lush habitat and natural histories of its wild creatures.",4.43,2231470,171860,"['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Audiobook', 'Romance', 'Adult', 'Contemporary', 'Historical', 'Book Club', 'Adult Fiction']"
https://www.goodreads.com//book/show/50623864-the-invisible-life-of-addie-larue,The Invisible Life of Addie LaRue,V.E. Schwab,"France, 1714: in a moment of desperation, a young woman makes a Faustian bargain to live forever and is cursed to be forgotten by everyone she meets. Thus begins the extraordinary life of Addie LaRue, and a dazzling adventure that will play out across centuries and continents, across history and art, as a young woman learns how far she will go to leave her mark on the world. But everything changes when, after nearly 300 years, Addie stumbles across a young man in a hidden bookstore and he remembers her name.",4.22,725750,98687,"['Fantasy', 'Fiction', 'Historical', 'Historical Fiction', 'Romance', 'Adult', 'Audiobook', 'Historical', 'Magical Realism', 'LGBT', 'Contemporary']"
https://www.goodreads.com//book/show/13335037-divergent,Divergent,Veronica Roth,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself. During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.",4.16,3583486,115312,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Young Adult', 'Teen', 'Action', 'Apocalyptic', 'Post Apocalyptic']"
https://www.goodreads.com//book/show/23692271-sapiens,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"100,000 years ago, at least six human species inhabited the earth. Today there is just one. Us. Homo sapiens.  How did our species succeed in the battle for dominance? Why did our foraging ancestors come together to create cities and kingdoms? How did we come to believe in gods, nations and human rights; to trust money, books and laws; and to be enslaved by bureaucracy, timetables and consumerism? And what will our world be like in the millennia to come?  In  , Dr Yuval Noah Harari spans the whole of human history, from the very first humans to walk the earth to the radical – and sometimes devastating – breakthroughs of the Cognitive, Agricultural and Scientific Revolutions. Drawing on insights from biology, anthropology, paleontology and economics, he explores how the currents of history have shaped our human societies, the animals and plants around us, and even our personalities. Have we become happier as history has unfolded? Can we ever free our behaviour from the heritage of our ancestors? And what, if anything, can we do to influence the course of the centuries to come?  Bold, wide-ranging and provocative, Sapiens challenges everything we thought we knew about being human: our thoughts, our actions, our power ... and our future.",4.38,842526,47263,"['Nonfiction', 'History', 'Science', 'Philosophy', 'Anthropology', 'Audiobook', 'Psychology', 'Sociology', 'Historical', 'Biology', 'Evolution']"
https://www.goodreads.com//book/show/35959740-circe,Circe,Madeline Miller,"In the house of Helios, god of the sun and mightiest of the Titans, a daughter is born. But Circe is a strange child--neither powerful like her father nor viciously alluring like her mother. Turning to the world of mortals for companionship, she discovers that she does possess power: the power of witchcraft, which can transform rivals into monsters and menace the gods themselves. Threatened, Zeus banishes her to a deserted island, where she hones her occult craft, tames wild beasts, and crosses paths with many of the most famous figures in all of mythology, including the Minotaur, Daedalus and his doomed son Icarus, the murderous Medea, and, of course, wily Odysseus. But there is danger, too, for a woman who stands alone, and Circe unwittingly draws the wrath of both men and gods, ultimately finding herself pitted against one of the most terrifying and vengeful of the Olympians. To protect what she loves most, Circe must summon all her strength and choose, once and for all, whether she belongs with the gods she is born from or with the mortals she has come to love.",4.25,777011,78053,"['Fantasy', 'Fiction', 'Fantasy', 'Mythology', 'Historical', 'Historical Fiction', 'Mythology', 'Greek Mythology', 'Retellings', 'Audiobook', 'Historical', 'Adult', 'Fantasy', 'Magic']"
https://www.goodreads.com//book/show/15823480-anna-karenina,Anna Karenina,Leo Tolstoy,"Acclaimed by many as the world's greatest novel,   provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in all of literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions. Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay.",4.08,777860,30666,"['Classics', 'Fiction', 'Romance', 'Cultural', 'Russia', 'Historical', 'Historical Fiction', 'Literature', 'Russian Literature', 'Literature', 'Novels', 'Literature', '19th Century', 'Historical']"
https://www.goodreads.com//book/show/4865.How_to_Win_Friends_and_Influence_People,How to Win Friends and Influence People,Dale Carnegie,"You can go after the job you want...and get it! You can take the job you have...and improve it! You can take any situation you're in...and make it work for you! Since its release in 1936,   has sold more than 15 million copies. Dale Carnegie's first book is a timeless bestseller, packed with rock-solid advice that has carried thousands of now famous people up the ladder of success in their business and personal lives. As relevant as ever before, Dale Carnegie's principles endure, and will help you achieve your maximum potential in the complex and competitive modern age. Learn the six ways to make people like you, the twelve ways to win people to your way of thinking, and the nine ways to change people without arousing resentment.",4.21,847918,21064,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Self Help', 'Personal Development', 'Leadership', 'Classics', 'Language', 'Communication', 'Audiobook', 'Relationships']"
https://www.goodreads.com//book/show/18619684-the-time-traveler-s-wife,The Time Traveler's Wife,Audrey Niffenegger,"This is the extraordinary love story of Clare and Henry, who met when Clare was six and Henry was thirty-six, and were married when Clare was twenty-two and Henry was thirty. Impossible but true, because Henry suffers from a rare condition where his genetic clock periodically resets and he finds himself pulled suddenly into his past or future. In the face of this force they can neither prevent nor control, Henry and Clare's struggle to lead normal lives is both intensely moving and entirely unforgettable.",3.99,1711368,50989,"['Fiction', 'Romance', 'Fantasy', 'Science Fiction', 'Time Travel', 'Science Fiction', 'Contemporary', 'Adult', 'Womens Fiction', 'Chick Lit', 'Adult Fiction', 'Magical Realism']"
